"","year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
"2212",2006,47," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",117.146816914805
"2213",2003,59," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"2214",2004,41," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",127.901232979118
"2215",2006,32," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",87.9810327856054
"2216",2008,45," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",109.833985642199
"2217",2008,39," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",68.7480877337669
"2218",2006,64," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",95.2307125669819
"2219",2004,36," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
"2220",2004,61," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",81.2832532842527
"2221",2003,34," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",68.7480877337669
"2222",2004,52," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
"2223",2008,33," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
"2224",2009,36," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",150.695182101741
"2225",2005,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",94.0727147457005
"2226",2004,39," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",75.3556793180091
"2227",2004,59," Male"," Widowed"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
"2228",2009,49," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",175.93299770235
"2229",2006,40," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",198.350290464385
"2230",2006,49," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",94.0727147457005
"2231",2003,25," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
"2232",2009,59," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",81.2832532842527
"2233",2007,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",76.436454372814
"2234",2005,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",94.0727147457005
"2235",2009,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
"2236",2009,63," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",110.782650276254
"2237",2007,53," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",92.8958447894966
"2238",2008,25," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
"2239",2007,53," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",85.3839403789827
"2240",2006,23," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",75.3556793180091
"2241",2004,36," Male"," Never Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",72.1504556815713
"2242",2005,19," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",31.4109962716359
"2243",2005,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",92.8958447894966
"2244",2005,43," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",103.90247060316
"2245",2004,40," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",111.720849360989
"2246",2009,38," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",180.779952229859
"2247",2003,63," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",109.833985642199
"2248",2008,45," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",36.6737041960799
"2249",2008,32," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",73.7757432746946
"2250",2009,37," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",98.5993438603892
"2251",2004,37," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",57.4636470385133
"2252",2008,41," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",118.884359339886
"2253",2005,45," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",82.6796372966372
"2254",2008,22," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
"2255",2005,58," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",227.458934033008
"2256",2003,44," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",91.6992261117042
"2257",2007,39," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",116.265324062503
"2258",2005,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",141.77517233318
"2259",2003,33," Male"," Never Married"," Asian"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",81.2832532842527
"2260",2006,35," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",91.0932184689733
"2261",2009,63," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",114.475713290347
"2262",2003,45," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",160.642475408263
"2263",2008,31," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
"2264",2003,41," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," Yes",92.8958447894966
"2265",2008,66," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",276.778413321176
"2266",2009,45," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
"2267",2007,47," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",99.6894636984864
"2268",2006,35," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",124.720446242886
"2269",2005,52," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",100.764272842107
"2270",2003,62," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",169.800342280671
"2271",2003,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
"2272",2004,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",136.876367635184
"2273",2006,41," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",277.79948020565
"2274",2009,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
"2275",2005,55," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
"2276",2009,64," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"2277",2004,29," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",61.1875264339915
"2278",2003,49," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"2279",2009,32," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",133.232350826567
"2280",2006,41," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
"2281",2004,58," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
"2282",2003,41," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
"2283",2007,34," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",96.9340904570115
"2284",2004,43," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",154.68529299563
"2285",2003,23," Male"," Never Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," No",87.9810327856054
"2286",2003,40," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",102.870246933215
"2287",2007,46," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",281.745970551857
"2288",2004,35," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",106.921814091211
"2289",2007,42," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.414448195605
"2290",2009,47," Male"," Separated"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",111.720849360989
"2291",2007,45," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
"2292",2008,34," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",108.874525834712
"2293",2004,57," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",104.921506533664
"2294",2005,32," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",86.1737867271136
"2295",2009,55," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",102.870246933215
"2296",2008,22," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",76.2832778539642
"2297",2005,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",124.720446242886
"2298",2006,26," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",66.9616443217359
"2299",2004,27," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",54.5981500331442
"2300",2004,34," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",166.324941233877
"2301",2007,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",91.7016396744449
"2302",2008,23," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",78.3465619952665
"2303",2003,41," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",111.720849360989
"2304",2009,49," Male"," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",151.591484239814
"2305",2005,47," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",120.589436530402
"2306",2005,35," Male"," Divorced"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",117.146816914805
"2307",2007,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.9853178344996
"2308",2006,55," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",137.590142766506
"2309",2009,69," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",40.4056652596845
"2310",2004,45," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",154.68529299563
"2311",2005,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",154.68529299563
"2312",2005,47," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",143.325318108778
"2313",2008,22," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",78.3924668009837
"2314",2003,42," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",85.3839403789827
"2315",2008,47," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",159.474176661105
"2316",2005,48," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",66.2294082943902
"2317",2009,28," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",111.720849360989
"2318",2005,49," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",90.7270793135127
"2319",2009,51," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",128.680488220624
"2320",2003,58," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
"2321",2005,32," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",114.475713290347
"2322",2009,55," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",87.9810327856054
"2323",2007,49," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",94.0727147457005
"2324",2004,46," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",87.9810327856054
"2325",2003,44," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",182.020620963512
"2326",2003,25," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
"2327",2004,73," Male"," Divorced"," Black"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",92.8958447894966
"2328",2004,18," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",72.1504556815713
"2329",2005,52," Male"," Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",122.263673892802
"2330",2008,28," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",72.1504556815713
"2331",2004,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",82.6796372966372
"2332",2009,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
"2333",2008,44," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
"2334",2003,29," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",95.2307125669819
"2335",2006,48," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",141.77517233318
"2336",2006,62," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",101.82435207568
"2337",2004,40," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",131.737801155001
"2338",2003,24," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",66.3251949430473
"2339",2003,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"2340",2008,54," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",163.515863976238
"2341",2003,69," Male"," Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"2342",2006,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",123.089699847943
"2343",2003,73," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",40.1943705168112
"2344",2009,30," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",70.5134157015506
"2345",2003,41," Male"," Never Married"," Asian"," Some College"," Middle Atlantic"," Information"," <=Good"," No",73.7757432746946
"2346",2009,48," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",100.879460918798
"2347",2004,63," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",84.0459576539924
"2348",2003,29," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",85.3839403789827
"2349",2004,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",141.77517233318
"2350",2007,52," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",91.0932184689733
"2351",2008,54," Male"," Separated"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",114.475713290347
"2352",2009,33," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",267.901086855275
"2353",2004,42," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",160.642475408263
"2354",2007,31," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
"2355",2006,46," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",139.675870162748
"2356",2008,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",125.12381572196
"2357",2009,45," Male"," Separated"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",113.567089569751
"2358",2003,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",182.020620963512
"2359",2005,31," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",102.870246933215
"2360",2006,19," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",76.8936025176112
"2361",2003,43," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",109.833985642199
"2362",2007,56," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",142.457169885112
"2363",2006,55," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",101.82435207568
"2364",2006,59," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",118.884359339886
"2365",2009,49," Male"," Divorced"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",102.870246933215
"2366",2009,42," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",128.680488220624
"2367",2008,27," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",61.1875264339915
"2368",2003,34," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",81.2860772898212
"2369",2008,47," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",276.778413321176
"2370",2003,35," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",268.266292012557
"2371",2004,33," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
"2372",2003,35," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",144.47808766541
"2373",2004,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",118.884359339886
"2374",2004,53," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",94.0727147457005
"2375",2007,47," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",73.7757432746946
"2376",2006,45," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",196.125272594255
"2377",2009,34," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",169.073540049428
"2378",2006,25," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",69.6190369046763
"2379",2006,56," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",124.720446242886
"2380",2005,54," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",115.51808515372
"2381",2003,41," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",89.2428846644714
"2382",2008,46," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",276.778413321176
"2383",2004,44," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",170.6951277113
"2384",2004,44," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",99.6894636984864
"2385",2005,46," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
"2386",2009,38," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"2387",2008,36," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",128.680488220624
"2388",2009,27," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
"2389",2008,33," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",128.680488220624
"2390",2006,56," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",140.398200161944
"2391",2005,52," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",111.720849360989
"2392",2008,33," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",125.525498433836
"2393",2008,32," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",94.0727147457005
"2394",2008,39," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"2395",2005,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",72.1504556815713
"2396",2009,53," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",104.921506533664
"2397",2006,36," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",277.79948020565
"2398",2005,37," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",73.7757432746946
"2399",2008,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
"2400",2005,51," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",78.214575693165
"2401",2008,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",90.4819133566401
"2402",2006,56," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",117.146816914805
"2403",2009,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
"2404",2009,49," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",166.324941233877
"2405",2007,32," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",81.2832532842527
"2406",2004,21," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",84.0459576539924
"2407",2004,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",114.475713290347
"2408",2007,48," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",73.7757432746946
"2409",2004,32," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",115.106201691293
"2410",2003,30," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",53.0275511164817
"2411",2006,30," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",118.884359339886
"2412",2003,33," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",79.8549003093467
"2413",2005,56," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",56.4538649754188
"2414",2004,46," Male"," Divorced"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",90.4819133566401
"2415",2003,49," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",104.921506533664
"2416",2008,24," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",87.9810327856054
"2417",2009,48," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",147.116689159978
"2418",2006,37," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",109.833985642199
"2419",2007,53," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
"2420",2004,56," Male"," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
"2421",2008,34," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",108.874525834712
"2422",2004,56," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",104.921506533664
"2423",2006,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
"2424",2006,47," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",27.1405792079024
"2425",2003,52," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",70.4760196469445
"2426",2009,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",166.879383279962
"2427",2008,25," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",127.115743812184
"2428",2009,35," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",117.146816914805
"2429",2006,40," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",103.90247060316
"2430",2009,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",34.6074177301288
"2431",2003,50," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",100.013486924706
"2432",2008,48," Male"," Separated"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",64.8689691939769
"2433",2007,40," Male"," Never Married"," Asian"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
"2434",2003,45," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",127.115743812184
"2435",2004,30," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
"2436",2003,46," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",117.146816914805
"2437",2008,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
"2438",2007,32," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",65.1108537153447
"2439",2004,53," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",143.134940811134
"2440",2008,32," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",76.8936025176112
